time slot,edge_cpu,iot_cpu
3913,0.79,0.23
3914,0.79,0.39
3915,0.5,0.41
3916,0.49,0.4
3917,0.17,0.39
3918,0.41,0.19
3919,0.48,0.2
3920,0.46,0.14
3921,0.44,0.11
3922,0.54,0.2
3923,0.47,0.43
3924,0.21,0.44
3925,0.21,0.5
3926,0.19,0.9
3927,0.16,0.51
3928,0.39,0.68
3929,0.42,0.26
3930,0.42,0.58
3931,0.37,0.54
3932,0.11,0.55
3933,0.1,0.52
3934,0.26,0.55
3935,0.38,0.22
3936,0.38,0.44
3937,0.13,0.46
3938,0.21,0.68
3939,0.72,0.29
3940,0.93,0.13
3941,0.93,0.69
3942,0.94,0.74
3943,0.94,0.87
3944,0.73,0.86
3945,0.88,0.86
3946,0.93,0.71
3947,0.85,0.53
3948,0.88,0.63
3949,0.85,0.58
3950,0.97,0.45
3951,0.96,0.3
3952,0.96,0.33
3953,0.96,0.3
3954,0.97,0.32
3955,0.92,0.34
3956,0.96,0.34
3957,0.46,0.38
3958,0.48,0.69
3959,0.17,0.61
3960,0.43,0.59
3961,0.45,0.16
3962,0.47,0.13
3963,0.34,0.17
3964,0.36,0.37
3965,0.18,0.41
3966,0.09,0.4
3967,0.23,0.41
3968,0.33,0.2
3969,0.35,0.42
3970,0.08,0.4
3971,0.13,0.38
3972,0.2,0.36
3973,0.45,0.42
3974,0.5,0.4
3975,0.5,0.26
3976,0.42,0.37
3977,0.18,0.44
3978,0.48,0.48
3979,0.75,0.4
3980,0.72,0.28
3981,0.74,0.3
3982,0.72,0.33
3983,0.74,0.56
3984,0.43,0.54
3985,0.28,0.65
3986,0.27,0.55
3987,0.54,0.62
3988,0.58,0.4
3989,0.6,0.44
3990,0.56,0.73
3991,0.22,0.63
3992,0.34,0.63
3993,0.33,0.21
3994,0.36,0.83
3995,0.22,0.66
3996,0.19,0.5
3997,0.54,0.39
3998,0.52,0.3
3999,0.53,0.86
4000,0.46,0.63
4001,0.26,0.61
4002,0.54,0.44
4003,0.51,0.35
4004,0.32,0.31
4005,0.33,0.4
4006,0.34,0.65
4007,0.31,0.65
4008,0.07,0.59
4009,0.07,0.54
4010,0.06,0.69
4011,0.29,0.56
4012,0.3,0.32
4013,0.53,0.42
4014,0.93,0.52
4015,0.81,0.61
4016,0.78,0.59
4017,0.93,0.47
4018,0.92,0.26
4019,0.91,0.39
4020,0.35,0.76
4021,0.07,0.74
4022,0.31,0.75
4023,0.31,0.49
4024,0.32,0.5
4025,0.36,0.53
4026,0.21,0.54
4027,0.11,0.53
4028,0.08,0.58
4029,0.1,0.59
4030,0.08,0.48
4031,0.08,0.49
4032,0.43,0.59
4033,0.68,0.45
4034,0.85,0.52
4035,0.84,0.26
4036,0.86,0.53
4037,0.7,0.78
4038,0.81,0.76
4039,0.8,0.67
4040,0.8,0.62
4041,0.91,0.61
4042,0.96,0.55
4043,0.66,0.34
4044,0.66,0.59
4045,0.4,0.55
4046,0.52,0.66
4047,0.63,0.26
4048,0.65,0.48
4049,0.55,0.62
4050,0.29,0.51
4051,0.12,0.89
4052,0.37,0.86
4053,0.37,0.86
4054,0.37,0.75
4055,0.36,0.59
4056,0.38,0.86
4057,0.38,0.86
4058,0.35,0.86
4059,0.69,0.54
4060,0.7,0.66
4061,0.78,0.87
4062,0.92,0.79
4063,0.91,0.33
4064,0.92,0.52
4065,0.43,0.64
4066,0.17,0.64
4067,0.34,0.85
4068,0.33,0.75
4069,0.31,0.39
4070,0.35,0.39
4071,0.26,0.65
4072,0.13,0.62
4073,0.33,0.72
4074,0.34,0.37
4075,0.32,0.39
4076,0.32,0.36
4077,0.34,0.82
4078,0.33,0.52
4079,0.06,0.51
4080,0.28,0.55
4081,0.5,0.55
4082,0.51,0.67
4083,0.51,0.53
4084,0.52,0.85
4085,0.52,0.66
4086,0.22,0.71
4087,0.21,0.71
4088,0.42,0.62
4089,0.52,0.33
4090,0.33,0.61
4091,0.34,0.38
4092,0.33,0.62
4093,0.11,0.61
4094,0.37,0.58
4095,0.34,0.42
4096,0.32,0.61
4097,0.35,0.53
4098,0.23,0.53
4099,0.36,0.49
4100,0.92,0.44
4101,0.91,0.33
4102,0.92,0.5
4103,0.73,0.49
4104,0.34,0.47
4105,0.16,0.43
4106,0.31,0.49
4107,0.48,0.36
4108,0.49,0.9
4109,0.47,0.96
4110,0.16,0.98
4111,0.16,0.94
4112,0.16,0.96
4113,0.12,0.8
4114,0.43,0.79
4115,0.42,0.54
4116,0.44,0.54
4117,0.41,0.53
4118,0.43,0.38
4119,0.39,0.3
4120,0.54,0.22
4121,0.53,0.3
4122,0.56,0.3
4123,0.54,0.31
4124,0.55,0.29
4125,0.55,0.5
4126,0.32,0.56
4127,0.39,0.65
4128,0.57,0.76
4129,0.57,0.81
4130,0.59,0.79
4131,0.47,0.8
4132,0.36,0.64
4133,0.34,0.79
4134,0.37,0.79
4135,0.53,0.82
4136,0.53,0.68
4137,0.32,0.18
4138,0.35,0.16
4139,0.33,0.44
4140,0.08,0.52
4141,0.23,0.3
4142,0.48,0.36
4143,0.56,0.13
4144,0.57,0.48
4145,0.56,0.94
4146,0.38,0.99
4147,0.28,0.99
4148,0.26,0.95
4149,0.29,0.76
4150,0.36,0.9
4151,0.34,0.65
4152,0.35,0.64
4153,0.34,0.78
4154,0.09,0.81
4155,0.08,0.81
4156,0.1,0.67
4157,0.26,0.82
4158,0.36,0.79
4159,0.5,0.57
4160,0.51,0.77
4161,0.18,0.56
4162,0.44,0.55
4163,0.5,0.28
4164,0.53,0.52
4165,0.3,0.55
4166,0.18,0.44
4167,0.28,0.36
4168,1,0.21
4169,1,0.36
4170,0.96,0.41
4171,0.98,0.4
4172,1,0.22
4173,1,0.23
4174,0.98,0.49
4175,0.38,0.47
4176,0.26,0.49
4177,0.51,0.34
4178,0.52,0.67
4179,0.4,0.48
4180,0.16,0.48
4181,0.41,0.46
4182,0.41,0.51
4183,0.37,0.58
4184,0.37,0.86
4185,0.4,0.54
4186,0.4,0.67
4187,0.41,0.74
4188,0.33,0.79
4189,0.08,0.78
4190,0.1,0.59
4191,0.12,0.47
4192,0.37,0.58
4193,0.34,0.38
4194,0.39,0.45
4195,0.37,0.53
4196,0.08,0.52
4197,0.05,0.74
4198,0.06,0.82
4199,0.29,0.82
4200,0.32,0.87
4201,0.31,0.74
4202,0.64,0.64
4203,0.54,0.66
4204,0.35,0.79
4205,0.19,0.97
4206,0.16,0.95
4207,0.14,0.94
4208,0.33,0.96
4209,0.44,0.74
4210,0.46,0.66
4211,0.37,0.79
4212,0.19,0.78
4213,0.44,0.73
4214,0.51,0.59
4215,0.59,0.6
4216,0.6,0.47
4217,0.58,0.23
4218,0.58,0.22
4219,0.57,0.26
4220,0.61,0.52
4221,0.39,0.55
4222,0.28,0.5
4223,0.32,0.44
4224,0.5,0.52
4225,0.48,0.44
4226,0.48,0.22
4227,0.47,0.4
4228,0.56,0.38
4229,0.32,0.31
4230,0.33,0.11
4231,0.33,0.22
4232,0.29,0.39
4233,0.1,0.47
4234,0.43,0.47
4235,0.43,0.31
4236,0.46,0.51
4237,0.3,0.48
4238,0.16,0.5
4239,0.16,0.45
4240,0.16,0.48
4241,0.21,0.49
4242,0.44,0.41
4243,0.41,0.26
4244,0.33,0.52
4245,0.06,0.48
4246,0.07,0.55
4247,0.26,0.37
4248,0.33,0.44
4249,0.32,0.63
4250,0.11,0.63
4251,0.34,0.68
4252,0.34,0.46
4253,0.33,0.55
4254,0.14,0.65
4255,0.24,0.48
4256,0.23,0.44
4257,0.22,0.4
4258,0.21,0.41
4259,0.5,0.77
4260,0.55,0.48
4261,0.67,0.18
4262,0.7,0.31
4263,0.59,0.49
4264,0.39,0.42
4265,0.41,0.44
4266,0.62,0.26
4267,0.69,0.2
4268,0.67,0.21
4269,0.69,0.17
4270,0.66,0.16
4271,0.68,0.19
4272,0.7,0.33
4273,0.38,0.54
4274,0.63,0.45
4275,0.69,0.33
4276,0.51,0.24
4277,0.43,0.43
4278,0.26,0.42
4279,0.53,0.38
4280,0.41,0.31
4281,0.36,0.35
4282,0.11,0.52
4283,0.21,0.39
4284,0.34,0.22
4285,0.36,0.28
4286,0.25,0.36
4287,0.08,0.79
4288,0.08,0.82
4289,0.14,0.8
4290,0.32,0.77
4291,0.32,0.7
4292,0.32,0.81
4293,0.07,0.83
4294,0.06,0.81
4295,0.06,0.79
4296,0.27,0.83
4297,0.32,0.61
4298,0.32,0.69
4299,0.34,0.59
4300,0.29,0.53
4301,0.13,0.59
4302,0.6,0.43
4303,0.66,0.41
4304,0.68,0.53
4305,0.56,0.57
4306,0.33,0.55
4307,0.3,0.6
4308,0.53,0.72
4309,0.56,0.73
4310,0.54,0.89
4311,0.55,0.91
4312,0.32,0.91
4313,0.25,0.91
4314,0.25,0.89
4315,0.35,0.92
4316,0.6,0.27
4317,0.68,0.16
4318,0.66,0.16
4319,0.69,0.2
4320,0.68,0.38
4321,0.37,0.4
4322,0.61,0.44
4323,0.69,0.18
4324,0.69,0.21
4325,0.74,0.5
4326,0.55,0.41
4327,0.79,0.49
4328,0.79,0.26
4329,0.8,0.28
4330,0.76,0.4
4331,0.52,0.41
4332,0.35,0.46
4333,0.38,0.28
4334,0.37,0.26
4335,0.39,0.32
4336,0.28,0.45
4337,0.11,0.44
4338,0.09,0.46
4339,0.13,0.68
4340,0.34,0.65
4341,0.31,0.5
4342,0.43,0.4
4343,0.48,0.46
4344,0.48,0.61
4345,0.49,0.63
4346,0.32,0.54
4347,0.23,0.44
4348,0.43,0.59
4349,0.35,0.52
4350,0.32,0.16
4351,0.32,0.6
4352,0.33,0.6
4353,0.28,0.6
4354,0.98,0.55
4355,0.99,0.57
4356,1,0.35
4357,1,0.35
4358,0.99,0.39
4359,0.98,0.37
4360,0.99,0.32
4361,1,0.13
4362,1,0.15
4363,0.35,0.17
4364,0.35,0.65
4365,0.07,0.66
4366,0.26,0.93
4367,0.35,0.39
4368,0.41,0.62
4369,0.21,0.68
4370,0.2,0.52
4371,0.4,0.28
4372,0.39,0.28
4373,0.55,0.3
4374,0.67,0.36
4375,0.4,0.39
4376,0.4,0.37
4377,0.43,0.33
4378,0.7,0.38
4379,0.69,0.36
4380,0.71,0.6
4381,0.46,0.65
4382,0.41,0.65
4383,0.36,0.66
4384,0.35,0.83
4385,0.36,0.87
4386,0.33,0.93
4387,0.15,0.91
4388,0.34,0.98
4389,0.34,0.84
4390,0.29,0.91
4391,0.35,0.48
4392,0.24,0.46
4393,0.08,0.47
4394,0.1,0.42
4395,0.34,0.36
4396,0.33,0.33
4397,0.34,0.58
4398,0.33,0.65
4399,0.06,0.72
4400,0.08,0.68
4401,0.35,0.72
4402,0.38,0.49
4403,0.38,0.48
4404,0.41,0.6
4405,0.24,0.59
4406,0.11,0.57
4407,0.22,0.46
4408,0.4,0.37
4409,0.36,0.55
4410,0.12,0.65
4411,0.32,0.55
4412,0.31,0.3
4413,0.3,0.24
4414,0.31,0.12
4415,0.62,0.75
4416,0.63,0.4
4417,0.28,0.36
4418,0.27,0.38
4419,0.26,0.39
4420,0.43,0.47
4421,0.43,0.53
4422,0.67,0.22
4423,0.72,0.26
4424,0.74,0.55
4425,0.62,0.54
4426,0.44,0.54
4427,0.49,0.53
4428,0.74,0.47
4429,0.51,0.48
4430,0.53,0.56
4431,0.2,0.55
4432,0.2,0.55
4433,0.42,0.47
4434,0.52,0.42
4435,0.52,0.19
4436,0.52,0.48
4437,0.19,0.41
4438,0.34,0.41
4439,0.55,0.42
4440,0.66,0.5
4441,0.65,0.21
4442,0.77,0.63
4443,0.35,0.5
4444,0.66,0.54
4445,0.66,0.28
4446,0.59,0.23
4447,0.54,0.25
4448,0.53,0.22
4449,0.55,0.42
4450,0.38,0.6
4451,0.35,0.61
4452,0.55,0.51
4453,0.52,0.35
4454,0.44,0.65
4455,0.39,0.89
4456,0.4,0.94
4457,0.12,0.94
4458,0.11,0.93
4459,0.39,0.91
4460,0.4,0.67
4461,0.33,0.9
4462,0.16,0.9
4463,0.63,0.8
4464,0.73,0.8
4465,0.61,0.69
4466,0.42,0.79
4467,0.45,0.78
4468,0.72,0.72
4469,0.71,0.57
4470,0.71,0.51
4471,0.63,0.75
4472,0.26,0.78
4473,0.21,0.77
4474,0.21,0.78
4475,0.4,0.79
4476,0.52,0.78
4477,0.53,0.89
4478,0.24,0.9
4479,0.43,0.7
4480,0.82,0.76
4481,0.89,0.6
4482,0.9,0.52
4483,0.9,0.59
4484,0.48,0.76
4485,0.17,0.75
4486,0.17,0.75
4487,0.49,0.88
4488,0.59,0.95
4489,0.37,0.95
4490,0.39,0.95
4491,0.47,0.94
4492,0.47,0.94
4493,0.53,0.95
4494,0.79,0.42
4495,0.76,0.24
4496,0.77,0.27
4497,0.77,0.53
4498,0.56,0.46
4499,0.93,0.54
4500,0.98,0.34
4501,0.99,0.25
4502,1,0.43
4503,0.97,0.65
4504,0.93,0.8
4505,0.93,0.79
4506,0.58,0.75
4507,0.19,0.8
4508,0.44,0.71
4509,0.47,0.59
4510,0.47,0.79
4511,0.26,0.79
4512,0.28,0.75
4513,0.46,0.83
4514,0.59,0.83
4515,0.75,0.76
4516,0.76,0.73
4517,0.71,0.87
4518,0.47,0.87
4519,0.49,0.35
4520,0.75,0.92
4521,0.63,0.34
4522,0.33,0.13
4523,0.31,0.11
4524,0.36,0.3
4525,0.23,0.39
4526,0.14,0.37
4527,0.57,0.43
4528,0.57,0.92
4529,0.57,0.28
4530,0.58,0.65
4531,0.24,0.49
4532,0.43,0.5
4533,0.54,0.44
4534,0.57,0.14
4535,0.52,0.15
4536,0.53,0.14
4537,0.53,0.18
4538,0.45,0.4
4539,0.27,0.41
4540,0.5,0.57
4541,0.54,0.39
4542,0.57,0.68
4543,0.49,0.57
4544,0.32,0.57
4545,0.57,0.59
4546,0.57,0.39
4547,0.57,0.58
4548,0.35,0.58
4549,0.46,0.51
4550,0.58,0.39
4551,0.39,0.27
4552,0.4,0.17
4553,0.4,0.42
4554,0.32,0.42
4555,0.16,0.38
4556,0.34,0.47
4557,0.35,0.26
4558,0.31,0.34
4559,0.33,0.61
4560,0.24,0.46
4561,0.19,0.41
4562,0.57,0.42
4563,0.55,0.19
4564,0.56,0.16
4565,0.55,0.3
4566,0.57,0.58
4567,0.21,0.59
4568,0.23,0.57
4569,0.46,0.81
4570,0.45,0.48
4571,0.31,0.16
4572,0.32,0.39
4573,0.05,0.41
4574,0.29,0.38
4575,0.32,0.18
4576,0.33,0.24
4577,0.63,0.34
4578,0.99,0.42
4579,0.99,0.37
4580,0.99,0.48
4581,1,0.18
4582,1,0.32
4583,0.97,0.44
4584,0.74,0.4
4585,0.77,0.21
4586,0.79,0.3
4587,0.67,0.42
4588,0.5,0.39
4589,0.99,0.42
4590,1,0.63
4591,1,0.66
4592,1,0.66
4593,1,0.8
4594,0.78,0.84
4595,0.97,0.83
4596,0.99,0.71
4597,0.99,0.71
4598,0.97,0.66
4599,0.91,0.7
4600,0.52,0.73
4601,0.36,0.66
4602,0.36,0.56
4603,0.34,0.49
4604,0.39,0.49
4605,0.35,0.58
4606,0.1,0.54
4607,0.29,0.54
4608,0.37,0.43
4609,0.36,0.48
4610,0.79,0.46
4611,0.54,0.4
4612,0.77,0.54
4613,0.83,0.16
4614,0.84,0.26
4615,0.79,0.52
4616,0.25,0.4
4617,0.51,0.2
4618,0.51,0.15
4619,0.51,0.36
4620,0.41,0.42
4621,0.18,0.42
4622,0.22,0.48
4623,0.48,0.9
4624,0.48,0.79
4625,0.46,0.76
4626,0.47,0.78
4627,0.5,0.92
4628,0.23,0.89
4629,0.48,0.49
4630,0.58,0.35
4631,0.56,0.17
4632,0.56,0.41
4633,0.57,0.53
4634,0.57,0.53
4635,0.55,0.76
4636,0.54,0.8
4637,0.56,0.92
4638,0.3,0.89
4639,0.29,0.85
4640,0.28,0.9
4641,0.27,0.77
4642,0.31,0.75
4643,0.59,0.76
4644,0.6,0.46
4645,0.59,0.77
4646,0.89,0.84
4647,0.95,0.69
4648,0.98,0.39
4649,0.98,0.47
4650,0.96,0.71
4651,0.87,0.61
4652,0.3,0.61
4653,0.33,0.47
4654,0.3,0.5
4655,0.34,0.39
4656,0.31,0.77
4657,0.07,0.75
4658,0.1,0.79
4659,0.32,0.62
4660,0.39,0.77
4661,0.76,0.79
4662,0.62,0.79
4663,0.5,0.52
4664,0.78,0.45
4665,0.76,0.24
4666,0.5,0.6
4667,0.15,0.53
4668,0.2,0.47
4669,0.34,0.32
4670,0.34,0.32
4671,0.31,0.25
4672,0.48,0.37
4673,0.38,0.73
4674,0.22,0.72
4675,0.27,0.77
4676,0.45,0.62
4677,0.35,0.47
4678,0.36,0.71
4679,0.35,0.35
4680,0.31,0.2
4681,0.33,0.18
4682,0.43,0.44
4683,0.1,0.52
4684,0.29,0.49
4685,0.32,0.25
4686,0.34,0.17
4687,0.33,0.41
4688,0.08,0.39
4689,0.27,0.42
4690,0.93,0.54
4691,0.93,0.31
4692,0.94,0.51
4693,0.79,0.54
4694,0.83,0.53
4695,0.93,0.7
4696,0.69,0.35
4697,0.76,0.54
4698,0.69,0.7
4699,0.48,0.62
4700,0.38,0.63
4701,0.38,0.57
4702,0.37,0.42
4703,0.4,0.62
4704,0.15,0.58
4705,0.74,0.62
4706,0.94,0.7
4707,0.98,0.48
4708,0.98,0.82
4709,0.93,0.85
4710,0.86,0.63
4711,0.86,0.61
4712,0.86,0.6
4713,0.56,0.59
4714,0.22,0.94
4715,0.25,0.95
4716,0.49,0.88
4717,0.52,0.92
4718,0.35,0.94
4719,0.22,0.75
4720,0.33,0.78
4721,0.51,0.62
4722,0.5,0.59
4723,0.45,0.45
4724,0.48,0.39
4725,0.18,0.43
4726,0.15,0.42
4727,0.36,0.6
4728,0.44,0.44
4729,0.45,0.19
4730,0.44,0.32
4731,0.41,0.33
4732,0.44,0.3
4733,0.4,0.47
4734,0.16,0.48
4735,0.42,0.66
4736,0.4,0.31
4737,0.39,0.44
4738,0.28,0.74
4739,0.18,0.58
4740,0.38,0.81
4741,0.38,0.38
4742,0.39,0.51
4743,0.41,0.44
4744,0.37,0.59
4745,0.13,0.54
4746,0.15,0.57
4747,0.45,0.63
4748,0.38,0.32
4749,0.64,0.56
4750,0.72,0.5
4751,0.82,0.4
4752,0.9,0.25
4753,0.9,0.16
4754,0.55,0.21
4755,0.47,0.4
4756,0.24,0.39
4757,0.29,0.41
4758,0.54,0.15
4759,0.58,0.45
4760,0.4,0.48
4761,0.19,0.38
4762,0.17,0.4
4763,0.24,0.35
4764,0.52,0.54
4765,0.51,0.39
4766,0.49,0.17
4767,0.45,0.15
4768,0.44,0.78
4769,0.47,0.82
4770,0.43,0.9
4771,0.21,0.9
4772,0.48,0.71
4773,0.48,0.55
4774,0.47,0.5
4775,0.47,0.51
4776,0.46,0.49
4777,0.7,0.48
4778,0.68,0.42
4779,0.69,0.27
4780,0.69,0.26
4781,0.7,0.42
4782,0.61,0.54
4783,0.39,0.54
4784,0.34,0.52
4785,0.13,0.48
4786,0.32,0.58
4787,0.34,0.95
4788,0.32,0.91
4789,0.34,0.95
4790,0.07,0.95
4791,0.1,0.94
4792,0.47,0.95
4793,0.62,0.41
4794,0.62,0.52
4795,0.62,0.51
4796,0.28,0.45
4797,0.56,0.46
4798,0.6,0.45
4799,0.62,0.33
4800,0.54,0.46
4801,0.56,0.47
4802,0.79,0.38
4803,0.77,0.26
4804,0.66,0.22
4805,0.33,0.28
4806,0.35,0.48
4807,0.09,0.4
4808,0.26,0.49
4809,0.33,0.35
4810,0.34,0.19
4811,0.35,0.24
4812,0.26,0.41
4813,0.15,0.53
4814,0.35,0.24
4815,0.33,0.21
4816,0.29,0.76
4817,0.41,0.78
4818,0.74,0.72
4819,0.73,0.55
4820,0.74,0.69
4821,0.48,0.75
4822,0.56,0.4
4823,0.73,0.26
4824,0.75,0.34
4825,0.53,0.42
4826,0.44,0.39
4827,0.16,0.4
4828,0.36,0.25
4829,0.35,0.22
4830,0.35,0.12
4831,0.35,0.34
4832,0.33,0.85
4833,0.1,0.85
4834,0.12,0.82
4835,0.35,0.67
4836,0.55,0.73
4837,0.93,0.57
4838,0.72,0.55
4839,0.89,0.39
4840,0.93,0.14
4841,0.93,0.13
4842,0.94,0.34
4843,0.77,0.53
4844,0.82,0.53
4845,0.6,0.4
4846,0.4,0.29
4847,0.39,0.28
4848,0.41,0.78
4849,0.12,0.46
4850,0.13,0.43
4851,0.4,0.25
4852,0.81,0.44
4853,0.66,0.47
4854,0.56,0.52
4855,0.61,0.63
4856,0.82,0.52
4857,0.81,0.41
4858,0.79,0.62
4859,0.54,0.61
4860,0.33,0.63
4861,0.44,0.48
4862,0.55,0.35
4863,0.54,0.37
4864,0.56,0.3
4865,0.51,0.61
4866,0.3,0.56
4867,0.32,0.55
4868,0.58,0.46
4869,0.66,0.46
4870,0.61,0.78
4871,0.2,0.77
4872,0.42,0.78
4873,0.45,0.52
4874,0.49,0.73
4875,0.22,0.78
4876,0.38,0.79
4877,0.48,0.59
4878,0.53,0.57
4879,0.52,0.48
4880,0.54,0.66
4881,0.46,0.85
4882,0.22,0.84
4883,0.24,0.85
4884,0.51,0.67
4885,0.53,0.44
4886,0.44,0.61
4887,0.17,0.61
4888,0.12,0.63
4889,0.3,0.43
4890,0.33,0.35
4891,0.34,0.58
4892,0.31,0.84
4893,0.08,0.61
4894,0.09,0.57
4895,0.59,0.52
4896,0.83,0.51
4897,0.81,0.33
4898,0.83,0.53
4899,0.55,0.54
4900,0.75,0.63
4901,0.82,0.41
4902,0.84,0.76
4903,0.49,0.61
4904,0.43,0.64
4905,0.66,0.62
4906,0.66,0.39
4907,0.65,0.36
4908,0.66,0.35
4909,0.66,0.59
4910,0.51,0.62
4911,0.4,0.6
4912,0.94,0.94
4913,0.94,0.39
4914,0.94,0.22
4915,0.94,0.25
4916,0.94,0.54
4917,0.77,0.47
4918,0.74,0.49
4919,0.74,0.62
4920,0.75,0.7
4921,0.47,0.69
4922,0.47,0.79
4923,0.5,0.63
4924,0.48,0.48
4925,0.47,0.44
4926,0.48,0.67
4927,0.17,0.69
4928,0.18,0.63
4929,0.19,0.47
4930,0.38,0.53
4931,0.39,0.31
4932,0.34,0.42
4933,0.22,0.52
4934,0.1,0.5
4935,0.1,0.47
4936,0.15,0.52
4937,0.71,0.75
4938,0.72,0.99
4939,0.72,0.99
4940,0.4,0.99
4941,0.41,0.99
4942,0.41,0.99
4943,0.67,0.51
4944,0.71,0.23
4945,0.72,0.41
4946,0.56,0.53
4947,0.6,0.5
4948,0.83,0.66
4949,0.83,0.33
4950,0.83,0.54
4951,0.56,0.54
4952,0.78,0.6
4953,0.82,0.34
4954,0.83,0.36
4955,0.52,0.47
4956,0.28,0.47
4957,0.39,0.44
4958,0.57,0.23
4959,0.59,0.41
4960,0.34,0.42
4961,0.27,0.44
4962,0.46,0.39
4963,0.58,0.36
4964,0.54,0.69
4965,0.64,0.43
4966,0.33,0.43
4967,0.33,0.45
4968,0.59,0.39
4969,0.64,0.37
4970,0.62,0.41
4971,0.33,0.38
4972,0.34,0.48
4973,0.62,0.39
4974,0.34,0.6
4975,0.24,0.43
4976,0.11,0.39
4977,0.35,0.7
4978,0.31,0.13
4979,0.34,0.26
4980,0.54,0.38
4981,0.28,0.39
4982,0.46,0.7
4983,0.6,0.16
4984,0.6,0.17
4985,0.6,0.29
4986,0.41,0.42
4987,0.37,0.43
4988,0.53,0.47
4989,0.57,0.23
4990,0.56,0.4
4991,0.58,0.52
4992,0.29,0.49
4993,0.45,0.45
4994,0.56,0.15
4995,0.6,0.19
4996,0.62,0.35
4997,0.63,0.39
4998,0.64,0.6
4999,0.25,0.67
5000,0.22,0.67
5001,0.21,0.64
5002,0.19,0.67
5003,0.39,0.67
5004,0.51,0.49
5005,0.48,0.3
5006,0.63,0.27
5007,0.63,0.38
5008,0.64,0.54
5009,0.33,0.54
5010,0.43,0.94
5011,0.62,0.29
5012,0.64,0.85
5013,0.63,0.57
5014,0.34,0.53
5015,0.79,0.56
5016,0.95,0.35
5017,0.96,0.41
5018,0.85,0.52
5019,0.78,0.54
5020,0.78,0.44
5021,0.8,0.51
5022,0.96,0.42
5023,0.95,0.23
5024,0.95,0.33
5025,0.32,0.39
5026,0.12,0.41
5027,0.13,0.4
5028,0.12,0.48
5029,0.12,0.46
5030,0.13,0.39
5031,0.19,0.46
5032,0.41,0.74
5033,0.54,0.26
5034,0.87,0.37
5035,0.6,0.44
5036,0.6,0.36
5037,0.81,0.45
5038,0.51,0.36
5039,0.33,0.26
5040,0.35,0.66
5041,0.08,0.91
5042,0.08,0.91
5043,0.23,0.88
5044,0.73,0.91
5045,0.84,0.83
5046,0.85,0.86
5047,0.8,0.92
5048,0.58,0.92
5049,0.58,0.74
5050,0.44,0.47
5051,0.41,0.62
5052,0.41,0.54
5053,0.41,0.4
5054,0.46,0.49
5055,0.73,0.61
5056,0.7,0.44
5057,0.71,0.45
5058,0.57,0.6
5059,0.4,0.57
5060,0.25,0.58
5061,0.35,0.54
5062,0.55,0.48
5063,0.51,0.34
5064,0.55,0.82
5065,0.23,0.58
5066,0.24,0.57
5067,0.39,0.79
5068,1,0.8
5069,1,0.92
5070,0.91,0.92
5071,0.86,0.93
5072,0.86,0.9
5073,0.84,0.93
5074,0.48,0.94
5075,0.69,0.89
5076,0.69,0.87
5077,0.69,0.7
5078,0.4,0.7
5079,0.58,0.71
5080,0.52,0.61
5081,0.31,0.49
5082,0.33,0.42
5083,0.34,0.49
5084,0.32,0.72
5085,0.1,0.5
5086,0.46,0.55
5087,0.56,0.59
5088,0.58,0.47
5089,0.4,0.56
5090,0.27,0.52
5091,0.27,0.49
5092,0.32,0.51
5093,0.58,0.64
5094,0.59,0.47
5095,0.51,0.44
5096,0.55,0.55
5097,0.55,0.78
5098,0.27,0.87
5099,0.47,0.5
5100,0.57,0.47
5101,0.54,0.15
5102,0.57,0.17
5103,0.75,0.14
5104,0.86,0.14
5105,0.86,0.23
5106,0.81,0.41
5107,0.65,0.4
5108,0.87,0.84
5109,0.69,0.69
5110,0.51,0.68
5111,0.53,0.83
5112,0.25,0.87
5113,0.21,0.85
5114,0.22,0.83
5115,0.42,0.86
5116,0.51,0.29
5117,0.49,0.22
5118,0.52,0.36
5119,0.37,0.48
5120,0.35,0.46
5121,0.4,0.53
5122,0.64,0.27
5123,0.64,0.27
5124,0.63,0.48
5125,0.37,0.57
5126,0.58,0.97
5127,0.38,0.8
5128,0.37,0.85
5129,0.47,0.96
5130,0.36,0.95
5131,0.15,0.88
5132,0.61,0.76
5133,0.79,0.64
5134,0.79,0.67
5135,0.66,0.79
5136,0.56,0.76
5137,0.79,0.63
5138,0.78,0.6
5139,0.79,0.83
5140,0.71,0.9
5141,0.53,0.91
5142,0.87,0.93
5143,0.87,0.83
5144,0.87,0.86
5145,0.8,0.92
5146,0.61,0.94
5147,0.62,0.72
5148,0.63,0.8
5149,0.38,0.83
5150,0.43,0.81
5151,0.7,0.85
5152,0.68,0.43
5153,0.69,0.5
5154,0.55,0.64
5155,0.46,0.62
5156,0.78,0.69
5157,0.98,0.53
5158,0.97,0.36
5159,0.96,0.7
5160,0.86,0.66
5161,0.77,0.65
5162,0.93,0.37
5163,0.81,0.61
5164,0.55,0.64
5165,0.69,0.63
5166,0.79,0.47
5167,0.79,0.18
5168,0.79,0.28
5169,0.69,0.42
5170,0.51,0.41
5171,0.69,0.34
5172,0.67,0.16
5173,0.68,0.16
5174,0.69,0.43
5175,0.39,0.76
5176,0.38,0.58
5177,0.5,0.4
5178,0.52,0.38
5179,0.44,0.6
5180,0.22,0.59
5181,0.25,0.57
5182,0.5,0.32
5183,0.5,0.31
5184,0.34,0.32
5185,0.36,0.8
5186,0.12,0.94
