time slot,edge_cpu,iot_cpu
1360,0.83,0.28
1361,0.94,0.3
1362,0.94,0.31
1363,0.94,0.32
1364,0.94,0.31
1365,0.94,0.38
1366,0.51,0.37
1367,0.43,0.32
1368,0.45,0.41
1369,0.43,0.29
1370,0.43,0.4
1371,0.42,0.38
1372,0.43,0.72
1373,0.43,0.3
1374,0.47,0.38
1375,0.48,0.17
1376,0.5,0.2
1377,0.49,0.28
1378,0.5,0.1
1379,0.5,0.19
1380,0.49,0.28
1381,0.49,0.83
1382,0.5,0.84
1383,0.5,0.81
1384,0.65,0.81
1385,0.65,0.8
1386,0.66,0.79
1387,0.65,0.8
1388,0.5,0.37
1389,0.46,0.62
1390,0.46,0.32
1391,0.46,0.16
1392,0.46,0.18
1393,0.45,0.41
1394,0.47,0.14
1395,0.46,0.28
1396,0.46,0.17
1397,0.42,0.11
1398,0.46,0.23
1399,0.45,0.2
1400,0.44,0.11
1401,0.45,0.93
1402,0.45,0.19
1403,0.45,0
1404,0.45,0.11
1405,0.83,0.36
1406,0.82,0.16
1407,0.82,0.15
1408,0.82,0.17
1409,0.82,0.19
1410,0.83,0.17
1411,0.84,0.43
1412,0.83,0.27
1413,0.83,0.31
1414,0.55,0.31
1415,0.46,0.38
1416,0.46,0.32
1417,0.44,0.85
1418,0.45,0.71
1419,0.46,0.33
1420,0.44,0.39
1421,0.34,0.25
1422,0.32,0.22
1423,0.34,0.27
1424,0.32,0.52
1425,0.33,0.84
1426,0.34,0.36
1427,0.33,0.29
1428,0.33,0.27
1429,0.32,0.38
1430,0.29,0.88
1431,0.33,0.34
1432,0.31,0.3
1433,0.33,0.27
1434,0.34,0.71
1435,0.32,0.74
1436,0.3,0.55
1437,0.29,0.67
1438,0.46,0.88
1439,0.61,0.86
1440,0.6,0.78
1441,0.59,0.78
1442,0.61,0.8
1443,0.59,0.86
1444,0.6,0.79
1445,0.59,0.6
1446,0.56,0.53
1447,0.91,0.48
1448,0.9,0.49
1449,0.91,0.4
1450,0.91,0.37
1451,0.52,0.18
1452,0.54,0.26
1453,0.56,0.23
1454,0.56,0.15
1455,0.55,0.23
1456,0.55,0.19
1457,0.57,0.23
1458,0.56,0.52
1459,0.85,0.27
1460,0.85,0.19
1461,0.86,0.44
1462,0.86,0.47
1463,0.86,0.55
1464,0.78,0.4
1465,0.38,0.6
1466,0.28,0.87
1467,0.38,0.68
1468,0.37,0.77
1469,0.37,0.67
1470,0.37,0.67
1471,0.37,0.61
1472,0.33,0.61
1473,0.36,0.55
1474,0.46,0.95
1475,0.74,0.43
1476,0.74,0.52
1477,0.73,0.36
1478,0.73,0.13
1479,0.74,0.14
1480,0.85,0.14
1481,0.85,0.15
1482,0.85,0.18
1483,0.85,0.16
1484,0.76,0.39
1485,1,0.17
1486,1,0.27
1487,1,0.42
1488,1,0.49
1489,1,0.44
1490,0.26,0.46
1491,0.21,0.66
1492,0.47,0.46
1493,0.5,0.47
1494,0.52,0.51
1495,0.51,0.49
1496,0.51,0.45
1497,0.74,0.42
1498,0.99,0.63
1499,0.99,0.18
1500,0.94,0.25
1501,0.9,0.18
1502,0.76,0.5
1503,0.08,0.78
1504,0.36,0.44
1505,0.28,0.62
1506,0.34,0.98
1507,0.33,0.98
1508,0.36,0.67
1509,0.35,0.59
1510,0.34,0.59
1511,0.61,0.6
1512,0.77,0.77
1513,0.76,0.67
1514,0.76,0.67
1515,0.76,0.26
1516,0.77,0.26
1517,0.76,0.8
1518,0.76,0.51
1519,0.57,0.24
1520,0.43,0.23
1521,0.44,0.24
1522,0.44,0.23
1523,0.45,0.26
1524,0.45,0.46
1525,0.44,0.39
1526,0.42,0.45
1527,0.4,0.39
1528,0.32,0.38
1529,0.33,0.41
1530,0.32,0.42
1531,0.33,0.75
1532,0.32,0.82
1533,0.32,0.3
1534,0.32,0.32
1535,0.32,0.34
1536,0.38,0.64
1537,0.4,0.24
1538,0.41,0.98
1539,0.41,0.89
1540,0.39,0.26
1541,0.46,0.27
1542,0.91,0.62
1543,0.9,0.28
1544,0.9,0.75
1545,0.9,0.27
1546,0.51,0.27
1547,0.42,0.27
1548,0.42,0.27
1549,0.41,0.27
1550,0.4,0.23
1551,0.65,0.27
1552,0.86,0.32
1553,0.87,0.5
1554,0.87,0.36
1555,0.87,0.29
1556,0.66,0.37
1557,0.66,0.2
1558,0.7,0.19
1559,0.88,0.27
1560,0.87,0.14
1561,0.59,0.28
1562,0.76,0.18
1563,0.6,0.13
1564,0.61,0.51
1565,0.6,0.15
1566,0.59,0.93
1567,0.31,0.13
1568,0.43,0.16
1569,0.57,0.24
1570,0.57,0.56
1571,0.57,0.27
1572,0.58,0.39
1573,0.58,0.42
1574,0.58,0.27
1575,0.56,0.21
1576,0.85,0.32
1577,0.84,0.4
1578,0.84,0.3
1579,0.84,0.25
1580,0.78,0.6
1581,0.7,0.37
1582,0.7,0.32
1583,0.7,0.33
1584,0.87,0.37
1585,0.91,0.7
1586,0.91,0.52
1587,0.23,0.52
1588,0.13,0.31
1589,0.14,0.34
1590,0.14,0.39
1591,0.14,0.5
1592,0.15,0.62
1593,0.42,0.62
1594,0.38,0.75
1595,0.42,0.64
1596,0.36,0.62
1597,0.34,0.62
1598,0.34,0.6
1599,0.34,0.32
1600,0.48,0.51
1601,0.69,0.44
1602,0.69,0.65
1603,0.67,0.18
1604,0.69,0.68
1605,0.67,0.13
1606,0.64,0.14
1607,0.54,0.18
1608,0.57,0.06
1609,0.57,0.22
1610,0.55,0.06
1611,0.54,0.22
1612,0.41,0.18
1613,0.33,0.29
1614,0.34,0.44
1615,0.33,0.33
1616,0.32,0.62
1617,0.33,0.37
1618,0.33,0.8
1619,0.31,0.18
1620,0.54,0.15
1621,0.63,0.4
1622,0.62,0.57
1623,0.61,0.44
1624,0.63,0.24
1625,0.62,0.08
1626,0.62,0.48
1627,0.61,0.17
1628,0.66,0.26
1629,0.7,0.21
1630,0.69,0.35
1631,0.69,0.85
1632,0.7,0.11
1633,0.7,0.13
1634,0.71,0.47
1635,0.69,0.49
1636,0.7,0.39
1637,0.68,0.16
1638,0.93,0.13
1639,0.93,0.12
1640,0.9,0.18
1641,0.93,0.13
1642,0.93,0.25
1643,0.93,0.37
1644,0.93,0.43
1645,0.82,0.28
1646,0.53,0.31
1647,0.66,0.15
1648,0.65,0.3
1649,0.66,0.14
1650,0.65,0.11
1651,0.44,0.3
1652,0.15,0.17
1653,0.32,0.17
1654,0.31,0.28
1655,0.32,0.14
1656,0.29,0.46
1657,0.33,0.6
1658,0.97,0.2
1659,0.99,0.18
1660,0.99,0.18
1661,0.99,0.11
1662,0.82,0.15
1663,0.6,0.13
1664,0.62,0.17
1665,0.61,0.3
1666,0.61,0.29
1667,0.61,0.18
1668,0.62,0.31
1669,0.6,0.21
1670,0.65,0.16
1671,1,0.41
1672,1,0.23
1673,1,0.15
1674,1,0.33
1675,1,0.39
1676,0.84,0.82
1677,0.77,0.2
1678,0.84,0.2
1679,0.83,0.17
1680,0.83,0.16
1681,0.74,0.44
1682,0.76,0.53
1683,0.76,0.52
1684,0.77,0.63
1685,0.78,0.51
1686,0.78,0.6
1687,0.62,0.54
1688,0.54,0.98
1689,0.64,0.2
1690,0.65,0.15
1691,0.64,0.16
1692,0.65,0.33
1693,0.65,0.25
1694,0.65,0.12
1695,0.64,0.23
1696,0.57,0.22
1697,0.58,0.17
1698,0.61,0.3
1699,0.6,0.25
1700,0.6,0.34
1701,0.58,0.48
1702,0.57,0.22
1703,0.51,0.25
1704,0.56,0.28
1705,0.55,0.23
1706,0.55,0.4
1707,0.54,0.39
1708,0.56,0.65
1709,0.56,0.63
1710,0.57,0.26
1711,0.54,0.18
1712,0.54,0.16
1713,0.57,0.15
1714,0.91,0.13
1715,0.9,0.2
1716,0.9,0.5
1717,0.9,0.42
1718,0.86,1
1719,0.9,0.89
1720,0.9,0.89
1721,0.62,0.95
1722,0.59,0.49
1723,0.58,0.65
1724,0.58,0.31
1725,0.56,0.34
1726,0.58,0.19
1727,0.57,0.17
1728,0.59,0.15
1729,0.41,0.15
1730,0.67,0.18
1731,0.66,0.27
1732,0.66,0.31
1733,0.66,0.29
1734,0.68,0.34
1735,0.66,0.31
1736,0.67,0.44
1737,0.62,0.29
1738,0.82,0.5
1739,0.6,0.26
1740,0.77,0.7
1741,0.82,0.86
1742,0.82,0.87
1743,0.81,0.89
1744,0.83,0.84
1745,0.83,0.86
1746,1,0.93
1747,0.98,0.86
1748,0.99,0.87
1749,1,0.66
1750,1,0.15
1751,1,0.01
1752,0.77,0.1
1753,0.7,0.12
1754,0.71,0.17
1755,0.71,0.37
1756,0.91,0.29
1757,0.91,0.3
1758,0.91,0.16
1759,0.91,0.27
1760,0.91,0.18
1761,0.91,0.21
1762,0.66,0.36
1763,0.73,0.21
1764,0.75,0.12
1765,0.73,0.18
1766,0.74,0.18
1767,0.72,0.25
1768,0.72,0.27
1769,0.73,0.27
1770,0.7,0.36
1771,0.69,0.3
1772,0.7,0.29
1773,0.7,0.3
1774,0.72,0.31
1775,0.57,0.28
1776,0.68,0.69
1777,0.7,0.29
1778,0.71,0.7
1779,0.7,0.8
1780,0.61,0.81
1781,0.36,0.81
1782,0.36,0.8
1783,0.36,0.82
1784,0.37,0.85
1785,0.36,0.34
1786,0.33,0.19
1787,0.72,0.2
1788,0.96,0.25
1789,0.96,0.22
1790,0.93,0.27
1791,0.92,0.24
1792,0.96,0.28
1793,0.8,0.34
1794,0.9,0.41
1795,0.82,0.24
1796,0.68,0.44
1797,0.89,0.26
1798,0.85,0.3
1799,0.97,0.24
1800,0.97,0.22
1801,0.94,0.92
1802,0.89,0.84
1803,0.9,0.86
1804,0.99,0.93
1805,0.99,0.91
1806,0.9,0.93
1807,0.85,0.86
1808,0.83,0.85
1809,0.95,0.69
1810,0.99,0.69
1811,0.99,0.69
1812,0.3,0.72
1813,0.06,0.72
1814,0.07,0.84
1815,0.08,0.71
1816,0.05,0.75
1817,0.07,0.75
1818,0.28,0.46
1819,0.34,0.26
1820,0.4,0.26
1821,0.35,0.27
1822,0.34,0.1
1823,0.34,0.21
1824,0.34,0.21
1825,0.32,0.24
1826,0.31,0.14
1827,0.33,0.3
1828,0.33,0.09
1829,0.33,0.14
1830,0.32,0.58
1831,0.32,0.86
1832,0.28,0.87
1833,0.32,0.48
1834,0.33,0.53
1835,0.45,0.11
1836,0.45,0.27
1837,0.45,0.08
1838,0.44,0.15
1839,0.44,0.52
1840,0.44,0.03
1841,0.45,0.29
1842,0.55,0.26
1843,0.73,0.23
1844,0.74,0.14
1845,0.72,0.2
1846,0.72,0.13
1847,0.74,0.28
1848,0.73,0.62
1849,0.74,0.27
1850,0.77,0.15
1851,1,0.14
1852,1,0.17
1853,1,0.14
1854,0.84,0.36
1855,0.47,0.15
1856,0.32,0.13
1857,0.47,0.19
1858,0.46,0.25
1859,0.4,0.76
1860,0.37,0.39
1861,0.37,0.33
1862,0.36,0.33
1863,0.37,0.36
1864,0.36,0.31
1865,0.35,0.34
1866,0.37,0.72
1867,0.37,0.31
1868,0.3,0.4
1869,0.27,0.35
1870,0.29,0.57
1871,0.32,0.52
1872,0.31,0.75
1873,0.32,0.58
1874,0.3,0.52
1875,0.32,0.53
1876,0.3,0.42
1877,0.27,0.17
1878,0.32,0.48
1879,0.61,0.25
1880,0.99,0.24
1881,0.99,0.22
1882,0.99,0.37
1883,0.99,0.24
1884,0.69,0.3
1885,0.58,0.32
1886,0.57,0.4
1887,0.59,0.31
1888,0.52,0.28
1889,0.51,0.35
1890,0.51,0.61
1891,0.51,0.3
1892,0.5,0.44
1893,0.51,0.61
1894,0.51,0.66
1895,0.51,0.38
1896,0.52,0.38
1897,0.68,0.57
1898,0.76,0.76
1899,0.75,0.68
1900,0.75,0.76
1901,0.75,0.64
1902,0.68,0.89
1903,0.76,0.93
1904,0.77,0.98
1905,0.76,0.98
1906,0.58,0.12
1907,0.59,0.14
1908,0.6,0.41
1909,0.6,0.81
1910,0.46,0.17
1911,0.34,0.16
1912,0.33,0.11
1913,0.34,0.14
1914,0.34,0.21
1915,0.34,0.16
1916,0.32,0.32
1917,0.32,0.32
1918,0.33,0.2
1919,0.65,0.2
1920,0.84,0.4
1921,0.83,0.08
1922,0.83,0.07
1923,0.82,0.37
1924,0.83,0.38
1925,0.82,0.37
1926,0.72,0.66
1927,0.74,0.45
1928,0.75,0.41
1929,0.75,0.37
1930,0.66,0.32
1931,0.67,0.22
1932,0.33,0.24
1933,0.32,0.18
1934,0.33,0.18
1935,0.32,0.29
1936,0.32,0.6
1937,0.31,0.65
1938,0.3,0.65
1939,0.34,0.88
1940,0.32,0.9
1941,0.33,0.72
1942,0.33,0.74
1943,0.33,0.85
1944,0.36,0.65
1945,0.31,0.29
1946,0.33,0.23
1947,0.32,0.24
1948,0.33,0.52
1949,0.31,0.26
1950,0.31,0.22
1951,0.3,0.14
1952,0.31,0.13
1953,0.32,0.21
1954,0.33,0.22
1955,0.3,0.3
1956,0.31,0.38
1957,0.32,0.21
1958,0.32,0.48
1959,0.31,0.63
1960,0.56,0.52
1961,0.55,0.51
1962,0.56,0.83
1963,0.55,0.45
1964,0.55,0.41
1965,0.5,0.5
1966,0.44,0.32
1967,0.43,0.6
1968,0.45,0.52
1969,0.44,0.51
1970,0.44,0.5
1971,0.43,0.46
1972,0.34,0.69
1973,0.31,0.74
1974,0.34,0.79
1975,0.33,0.66
1976,0.33,0.7
1977,0.32,0.83
1978,0.4,0.75
1979,0.52,0.86
1980,0.55,0.38
1981,0.52,0.14
1982,0.53,0.14
1983,0.53,0.14
1984,0.5,0.74
1985,0.46,0.22
1986,0.48,0.15
1987,0.47,0.21
1988,0.48,0.66
1989,0.49,0.61
1990,0.49,0.6
1991,0.83,0.55
1992,0.87,0.52
1993,0.86,0.55
1994,0.87,0.56
1995,0.86,0.55
1996,0.86,0.55
1997,0.86,0.56
1998,0.86,0.44
1999,0.85,0.24
2000,0.47,0.15
2001,0.47,0.22
2002,0.5,0.42
2003,0.48,0.37
2004,0.49,0.19
2005,0.48,0.18
2006,0.49,0.18
2007,0.45,0.34
2008,0.52,0.39
2009,0.52,0.39
2010,0.51,0.34
2011,0.51,0.36
2012,0.48,0.37
2013,0.47,0.3
2014,0.48,0.44
2015,0.48,0.31
2016,0.51,0.4
2017,0.5,0.1
2018,0.49,0.27
2019,0.48,0.41
2020,0.49,0.1
2021,0.78,0.16
2022,0.8,0.16
2023,0.77,0.14
2024,0.79,0.14
2025,0.78,0.35
2026,0.8,0.45
2027,0.78,0.44
2028,0.79,0.46
2029,0.75,0.45
2030,0.33,0.59
2031,0.32,0.51
2032,0.3,0.61
2033,0.32,0.44
2034,0.34,0.45
2035,0.31,0.52
2036,0.33,0.61
2037,0.39,0.69
2038,0.41,0.62
2039,0.41,0.62
2040,0.4,0.18
2041,0.4,0.16
2042,0.49,0.22
2043,0.4,0.47
2044,0.43,0.38
2045,0.38,0.17
2046,0.39,0.15
2047,0.38,0.53
2048,0.39,0.36
2049,0.35,0.12
2050,0.4,0.26
2051,0.38,0.7
2052,0.36,0.43
2053,0.33,0.43
2054,0.31,0.11
2055,0.34,0.07
2056,0.34,0.38
2057,0.32,0.14
2058,0.33,0.12
2059,0.33,0.23
2060,0.32,0.74
2061,0.35,0.72
2062,0.33,0.15
2063,0.37,0.16
2064,0.39,0.13
2065,0.39,0.36
2066,0.38,0.28
2067,0.37,0.24
2068,0.38,0.33
2069,0.4,0.29
2070,0.4,0.42
2071,0.48,0.23
2072,0.5,0.2
2073,0.52,0.09
2074,0.54,0.79
2075,0.52,0.49
2076,0.53,0.31
2077,0.74,0.15
2078,0.94,0.43
2079,0.95,0.13
2080,0.95,0.24
2081,0.95,0.23
2082,0.95,0.29
2083,0.7,0.28
2084,0.45,0.28
2085,0.44,0.27
2086,0.45,0.29
2087,0.43,0.82
2088,0.43,0.96
2089,0.44,0.84
2090,0.37,0.89
2091,0.32,0.83
2092,0.32,0.82
2093,0.32,0.85
2094,0.35,0.85
2095,0.32,0.36
2096,0.32,0.28
2097,0.32,0.28
2098,0.33,0.37
2099,0.34,0.82
2100,0.35,0.53
2101,0.33,0.74
2102,0.33,0.74
2103,0.34,0.71
2104,0.35,0.72
2105,0.34,0.69
2106,0.35,0.61
2107,0.33,0.51
2108,0.35,0.52
2109,0.35,0.61
2110,0.62,0.55
2111,0.61,0.52
2112,0.63,0.5
2113,0.61,0.55
2114,0.62,0.44
2115,0.55,0.4
2116,0.64,0.76
2117,0.64,0.53
2118,0.65,0.41
2119,0.63,0.35
2120,0.62,0.2
2121,0.48,0.22
2122,0.49,0.2
2123,0.49,0.2
2124,0.5,0.37
2125,0.49,0.48
2126,0.49,0.54
2127,0.44,0.6
2128,0.46,0.65
2129,0.46,0.54
2130,0.46,0.65
2131,0.45,0.36
2132,0.46,0.35
2133,0.46,0.37
2134,0.47,0.33
2135,0.51,0.34
2136,0.52,0.41
2137,0.5,0.36
2138,0.51,0.35
2139,0.51,0.35
2140,0.51,0.35
2141,0.49,0.5
2142,0.43,0.52
2143,0.41,0.49
2144,0.44,0.49
2145,0.43,0.87
2146,0.45,0.71
2147,0.43,0.64
2148,0.44,0.64
2149,0.44,0.68
2150,0.43,0.5
2151,0.45,0.51
2152,0.45,0.46
2153,0.45,0.51
2154,0.47,0.49
2155,0.46,0.51
2156,0.43,0.88
2157,0.85,0.85
2158,0.86,0.52
2159,0.85,0.39
2160,0.85,0.34
2161,0.85,0.3
2162,0.86,0.36
2163,0.85,0.34
2164,0.66,0.41
2165,0.5,0.37
2166,0.36,0.62
2167,0.48,0.69
2168,0.49,0.59
2169,0.49,0.35
2170,0.49,0.24
2171,0.5,0.26
2172,0.5,0.91
2173,0.48,0.27
2174,0.47,0.3
2175,0.36,0.49
2176,0.35,0.42
2177,0.35,0.52
2178,0.37,0.53
2179,0.35,0.56
2180,0.35,0.52
2181,0.35,0.51
2182,0.35,0.84
2183,0.35,0.7
2184,0.35,0.64
2185,0.33,0.71
2186,0.34,0.67
2187,0.32,0.64
2188,0.29,0.62
2189,0.3,0.62
2190,0.38,0.78
2191,0.33,0.76
2192,0.33,0.74
2193,0.32,0.78
2194,0.36,0.75
2195,0.34,0.78
2196,0.35,0.76
2197,0.32,0.43
2198,0.33,0.09
2199,0.33,0.3
2200,0.52,0.48
2201,0.72,0.22
2202,0.74,0.01
2203,0.72,0.23
2204,0.73,0.36
2205,0.72,0.35
2206,0.73,0.52
2207,0.73,0.41
2208,0.73,0.44
2209,0.53,0.44
2210,0.32,0.51
2211,0.32,0.69
2212,0.32,0.44
2213,0.32,0.44
2214,0.35,0.45
2215,0.32,0.5
2216,0.32,0.59
2217,0.32,0.46
2218,0.66,0.64
2219,0.65,0.49
2220,0.65,0.33
2221,0.66,0.36
2222,0.66,0.5
2223,0.64,0.36
2224,0.85,0.34
2225,0.82,0.33
2226,0.86,0.32
2227,0.85,0.42
2228,0.85,0.34
2229,0.86,0.34
2230,0.85,0.35
2231,0.7,0.53
2232,0.56,0.5
2233,0.55,0.64
2234,0.53,0.53
2235,0.54,0.35
2236,0.54,0.44
2237,0.51,0.48
2238,0.56,0.53
2239,0.55,0.49
2240,0.56,0.5
2241,0.56,0.27
2242,0.56,0.16
2243,0.56,0.19
2244,0.56,0.08
2245,0.56,0.15
2246,0.76,0.14
2247,0.52,0.4
2248,0.78,0.47
2249,0.79,0.5
2250,0.79,0.48
2251,0.79,0.45
2252,0.69,0.59
2253,0.41,0.49
2254,0.4,0.48
2255,0.12,0.51
2256,0.25,0.71
2257,0.38,0.4
2258,0.34,0.72
2259,0.33,0.47
2260,0.32,0.49
2261,0.33,0.23
2262,0.32,0.15
2263,0.32,0.16
2264,0.3,0.13
2265,0.31,0.14
2266,0.3,0.74
2267,0.3,0.52
2268,0.31,0.22
2269,0.31,0.8
2270,0.33,0.46
2271,0.33,0.59
2272,0.3,0.69
2273,0.31,0.48
2274,0.31,0.49
2275,0.38,0.49
2276,0.46,0.52
2277,0.46,0.52
2278,0.46,0.5
2279,0.48,0.48
2280,0.45,0.63
2281,0.95,0.32
2282,0.98,0.3
2283,0.97,0.41
2284,0.94,0.41
2285,0.95,0.33
2286,0.34,0.41
2287,0.34,0.32
2288,0.32,0.3
2289,0.34,0.32
2290,0.32,0.73
2291,0.34,0.59
2292,0.34,0.55
2293,0.39,0.68
2294,0.39,0.56
2295,0.41,0.55
2296,0.39,0.6
2297,0.38,0.62
2298,0.39,0.69
2299,0.41,0.33
2300,0.63,0.34
2301,0.93,0.36
2302,0.92,0.32
2303,0.93,0.56
2304,0.93,0.37
2305,0.93,0.35
2306,0.91,0.48
2307,0.93,0.28
2308,0.92,0.64
2309,0.88,0.27
2310,0.54,0.27
2311,0.53,0.27
2312,0.28,0.33
2313,0.52,0.28
2314,0.51,0.84
2315,0.52,0.31
2316,0.52,0.34
2317,0.51,0.33
2318,0.35,0.36
2319,0.32,0.34
2320,0.32,0.35
2321,0.34,0.89
2322,0.35,0.38
2323,0.52,0.82
2324,0.68,0.54
2325,0.67,0.1
2326,0.65,0.3
2327,0.67,0.5
2328,0.67,0.66
2329,0.66,0.58
2330,0.66,0.52
2331,0.69,0.52
2332,0.89,0.61
2333,0.89,0.56
2334,0.91,0.48
2335,0.76,0.51
2336,0.33,0.49
2337,0.33,0.87
2338,0.34,0.51
2339,0.33,0.5
2340,0.32,0.52
2341,0.32,0.71
2342,0.31,0.47
2343,0.32,0.07
2344,0.35,0.67
2345,0.43,0.11
2346,0.43,0.27
2347,0.43,0.48
2348,0.43,0.21
2349,0.44,0.27
2350,0.52,0.57
2351,0.57,0.48
2352,0.57,0.15
2353,0.56,0.15
2354,0.58,0.22
2355,0.58,0.23
2356,0.58,0.14
2357,0.6,0.14
2358,0.87,0.21
2359,0.87,0.24
2360,0.87,0.29
2361,0.86,0.27
2362,0.86,0.24
2363,0.79,0.76
2364,0.35,0.85
2365,0.32,0.81
2366,0.32,0.76
2367,0.31,0.77
2368,0.33,0.78
2369,0.31,0.74
2370,0.32,0.87
2371,0.32,0.87
2372,0.33,0.67
2373,0.33,0.87
2374,0.32,0.88
2375,0.31,0.84
2376,0.34,0.87
2377,0.32,0.68
2378,0.65,0.49
2379,0.72,0.48
2380,0.74,0.49
2381,0.72,0.53
2382,0.73,0.38
2383,0.73,0.38
2384,0.69,0.27
2385,0.89,0.29
2386,0.89,0.26
2387,0.89,0.38
2388,0.83,0.41
2389,0.8,0.42
2390,0.95,0.22
2391,0.94,0.33
2392,0.95,0.31
2393,0.94,0.36
2394,0.95,0.33
2395,0.94,0.37
2396,0.83,0.65
2397,0.94,0.34
2398,0.95,0.31
2399,0.54,0.46
2400,0.57,0.79
2401,0.54,0.91
2402,0.54,0.51
2403,0.52,0.11
2404,0.52,0.31
2405,0.32,0.7
2406,0.34,0.17
2407,0.32,0.19
2408,0.34,0.22
2409,0.33,0.09
2410,0.33,0.39
2411,0.32,0.27
2412,0.33,0.58
2413,0.38,0.34
2414,0.52,0.43
2415,0.51,0.42
2416,0.53,0.53
2417,0.51,0.43
2418,0.52,0.7
2419,0.51,0.56
2420,0.51,0.59
2421,0.49,0.81
2422,0.43,0.81
2423,0.43,0.81
2424,0.45,0.91
2425,0.41,0.9
2426,0.43,0.82
2427,0.42,0.42
2428,0.43,0.16
2429,0.45,0.22
2430,0.54,0.53
2431,0.54,0.39
2432,0.55,0.26
2433,0.54,0.17
2434,0.55,0.14
2435,0.55,0.15
2436,0.55,0.13
2437,0.64,0.2
2438,0.65,0.15
2439,0.65,0.37
2440,0.66,0.65
2441,0.65,0.69
2442,0.67,0.7
2443,0.29,0.91
2444,0.45,0.69
2445,0.43,0.69
2446,0.44,0.7
2447,0.43,0.58
2448,0.54,0.88
2449,0.91,0.83
2450,0.92,0.77
2451,0.91,0.81
2452,0.92,0.81
2453,0.32,0.65
2454,0.35,0.17
2455,0.43,0.82
2456,0.44,0.87
2457,0.43,0.13
2458,0.44,0.02
2459,0.43,0.02
2460,0.44,0.02
2461,0.42,0.32
2462,0.46,0.54
2463,0.56,0.38
2464,0.58,0.34
2465,0.56,0.34
2466,0.57,0.48
2467,0.56,0.41
2468,0.49,0.37
2469,0.44,0.24
2470,0.44,0.27
2471,0.44,0.14
2472,0.44,0.14
2473,0.44,0.19
2474,0.45,0.14
2475,0.8,0.12
2476,0.98,0.31
2477,0.98,0.25
2478,0.98,0.27
2479,0.98,0.26
2480,0.98,0.26
2481,0.98,0.23
2482,0.96,0.33
2483,0.91,0.91
2484,0.55,0.16
2485,0.41,0.18
2486,0.41,0.13
2487,0.41,0.15
2488,0.41,0.19
2489,0.42,0.14
2490,0.41,0.11
2491,0.36,0.38
2492,0.38,0.42
2493,0.38,0.74
2494,0.39,0.66
2495,0.38,0.4
2496,0.39,0.4
2497,0.39,0.39
2498,0.37,0.42
2499,0.77,0.55
2500,0.85,0.39
2501,0.86,0.56
2502,0.86,0.52
2503,0.85,0.5
2504,0.86,0.5
2505,0.86,0.5
2506,0.86,0.66
2507,0.53,0.48
2508,0.39,0.92
2509,0.48,0.71
2510,0.47,0.56
2511,0.49,0.66
2512,0.47,0.68
2513,0.48,0.6
2514,0.49,0.59
2515,0.48,0.74
2516,0.44,0.62
2517,0.43,0.5
2518,0.41,0.51
2519,0.42,0.5
2520,0.41,0.55
2521,0.78,0.53
2522,0.84,0.94
2523,0.78,0.59
2524,0.66,0.59
2525,0.56,0.53
2526,0.78,0.15
2527,0.78,0.15
2528,0.77,0.22
2529,0.79,0.5
2530,0.46,0.17
2531,0.47,0.2
2532,0.46,0.14
2533,0.46,0.28
2534,0.46,0.84
2535,0.47,0.54
2536,0.45,0.55
2537,0.46,0.36
2538,0.46,0.77
2539,0.45,0.73
2540,0.57,0.86
2541,0.6,0.29
2542,0.6,0.28
2543,0.59,0.27
2544,0.62,0.28
2545,0.6,0.24
2546,0.6,0.24
2547,0.7,0.3
2548,0.86,0.14
2549,0.86,0.24
2550,0.84,0.34
2551,0.8,0.34
2552,0.85,0.18
2553,0.86,0.2
2554,0.86,0.15
2555,0.86,0.24
2556,0.76,0.2
2557,0.75,0.22
2558,0.75,0.63
2559,0.76,0.77
2560,0.54,0.49
2561,0.7,0.6
2562,0.77,0.17
2563,0.67,0.15
2564,0.7,0.18
2565,0.69,0.14
2566,0.68,0.11
2567,0.55,0.53
2568,0.4,0.21
2569,0.54,0.14
2570,0.41,0.27
2571,0.41,0.86
2572,0.41,0.84
2573,0.4,0.89
2574,0.42,0.88
2575,0.41,0.89
2576,0.41,0.87
2577,0.41,0.57
2578,0.4,0.16
2579,0.4,0.68
2580,0.56,0.32
2581,0.7,0.14
2582,0.75,0.33
2583,0.88,0.67
2584,0.92,0.73
2585,0.91,0.3
2586,0.91,0.16
2587,0.92,0.66
2588,0.5,0.53
2589,0.52,0.43
2590,0.53,0.44
2591,0.53,0.44
2592,0.54,0.83
2593,0.55,0.46
2594,0.65,0.44
2595,0.63,0.47
2596,0.62,0.82
2597,0.39,0.69
2598,0.33,0.64
2599,0.29,0.59
2600,0.34,0.57
2601,0.61,0.58
2602,0.63,0.58
2603,0.63,0.4
2604,0.64,0.41
2605,0.64,0.78
2606,0.64,0.58
2607,0.64,0.29
2608,0.69,0.22
2609,0.85,0.29
2610,0.85,0.18
2611,0.85,0.29
2612,0.73,0.17
2613,0.05,0.2
2614,0.06,0.14
2615,0.04,0.09
2616,0.06,0.33
2617,0.04,0.09
2618,0.17,0.14
2619,0.31,0.39
2620,0.09,0.58
2621,0.09,0.2
2622,0.21,0.15
2623,0.19,0.15
2624,0.2,0.44
2625,0.18,0.16
2626,0.19,0.55
2627,0.12,0.3
2628,0.09,0.63
2629,0.08,0.2
2630,0.1,0.21
2631,0.33,0.2
2632,0.38,0.05
2633,0.36,0.15
